NCI-2009-00324|C3646|Header_Concept|Neoplasm of Uncertain Malignant Potential|C3341|Pre-Cancerous Condition
NCI-2015-01238|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-00477|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00923|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-01250|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2017-00319|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2012-01613|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00384|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00314|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-01741|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00314|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2012-00682|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01872|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-00634|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00497|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2010-01894|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-01562|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02237|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2017-00500|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-00404|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-01198|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01753|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-01942|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00376|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01636|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-00961|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2012-01615|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00992|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-00104|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-02162|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00956|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01899|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01259|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-00956|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00009|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-01384|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-00567|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01308|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01498|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2012-01141|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-01521|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00726|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00153|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00917|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00954|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-02192|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02027|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01090|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-00097|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-02171|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-01345|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02073|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-01190|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00949|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02022|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-00020|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-00014|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-02030|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02055|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2016-01436|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2014-01585|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2012-00347|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2015-01506|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2017-00451|C9305||Malignant Neoplasm|C7062|Neoplasm by Special Category
NCI-2013-02213|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2011-02342|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-00705|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2017-00641|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2010-01889|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01684|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01414|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-00715|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01832|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-00806|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01259|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2009-01244|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01417|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01454|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02344|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01276|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2010-01892|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01934|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02317|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01805|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01336|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01399|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01019|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-00063|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-00102|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02068|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02128|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01232|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01113|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01639|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-02096|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2011-02998|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01331|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02483|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-02072|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01059|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-00045|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01196|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-02038|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01345|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01226|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-02383|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-02045|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01531|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02335|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-00743|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2010-00051|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01046|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-00503|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-00446|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01964|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01459|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-03045|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01999|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01252|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-00651|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01864|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-00720|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2012-00765|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-01704|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-00973|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-00114|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-00024|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-00623|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01209|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01256|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2017-00538|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-01898|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-02087|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-00880|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01514|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2011-00250|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-01069|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2010-02035|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01599|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-00601|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2016-00847|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2010-02222|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2017-00545|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2017-00094|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-02081|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2013-02033|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2014-02035|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-01788|C27134||Hematopoietic and Lymphoid Cell Neoplasm|C35813|Hematopoietic and Lymphoid System Neoplasm
NCI-2015-00681|C3782||Cervical Intraepithelial Neoplasia|C8366|Intraepithelial Neoplasia
NCI-2013-01815|C3782||Cervical Intraepithelial Neoplasia|C8366|Intraepithelial Neoplasia
NCI-2014-00042|C3782||Cervical Intraepithelial Neoplasia|C8366|Intraepithelial Neoplasia
NCI-2016-00729|C3782||Cervical Intraepithelial Neoplasia|C8366|Intraepithelial Neoplasia
NCI-2013-02020|C3782||Cervical Intraepithelial Neoplasia|C8366|Intraepithelial Neoplasia
NCI-2017-00208|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2015-00455|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2015-00556|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2015-00535|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2015-01204|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2014-02057|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2016-01657|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2013-01696|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2011-03822|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2009-00383|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2016-01605|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2014-00923|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2016-00037|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2009-00331|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2016-01786|C4005||Childhood Cancer|C9305|Malignant Neoplasm
NCI-2013-00541|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00615|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00461|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00050|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00019|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02474|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00741|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00201|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00226|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01040|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00107|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01501|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02086|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00127|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00464|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00720|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01915|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00280|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00459|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00564|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00091|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00275|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00940|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00740|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2011-00312|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01232|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-02018|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00545|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00300|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00416|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00708|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01647|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01713|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01704|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00944|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01098|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01930|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01030|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2011-00034|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01910|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01364|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00532|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01221|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00030|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00574|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00996|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01107|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01611|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00458|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00401|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01474|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00051|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01854|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02199|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00488|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00653|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01057|C127156||Unresectable Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00051|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2013-00405|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2015-01039|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2015-01335|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2014-02304|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2015-02064|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2013-01951|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2012-01544|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2015-00606|C6257||Ovarian Endometrioid Tumor|C4381|Ovarian Epithelial Tumor
NCI-2016-01178|C4248||Lipomatous Neoplasm|C7059|Mesenchymal Cell Neoplasm
NCI-2013-01663|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02184|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01257|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00484|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01842|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01564|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-02452|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00257|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2010-01891|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01622|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01710|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00166|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01870|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00702|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-00228|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00611|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00311|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00991|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01277|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01614|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00048|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00161|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01982|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-01458|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2017-00056|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01954|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01803|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00735|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01166|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00868|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00478|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01723|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2011-03718|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00196|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00632|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01561|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01158|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-00488|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2010-01892|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2012-01923|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01301|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01211|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01262|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2013-01274|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2009-01563|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01149|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00736|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00830|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00926|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-00997|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-01275|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2014-02317|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00008|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00488|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00519|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-00966|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01108|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01174|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2016-00981|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01248|C9292||Solid Tumor|C7062|Neoplasm by Special Category
NCI-2015-01709|C9292||Solid Tumor|C7062|Neoplasm by Special Category
